iter	RMSE
192	3.110427707
193	3.104527752
194	3.099700974
195	3.0964663
196	3.091679852
197	3.088658201
198	3.084103506
199	3.08053447
200	3.076496128
201	3.073171149
202	3.069420457
203	3.064970207
204	3.060599704
205	3.058031387
206	3.053381401
207	3.04979204
208	3.044811374
209	3.041407245
210	3.037909634
211	3.034249473
212	3.02878386
213	3.023950801
214	3.019455349
215	3.01558052
216	3.011429521
217	3.008800226
218	3.005835886
219	3.001883728
220	3.00028819
221	2.996933906
222	2.993264693
223	2.990504042
224	2.988002537
225	2.983984198
226	2.979895237
227	2.977112549
228	2.976109725
229	2.972878892
230	2.969904847
231	2.968021178
232	2.965922604
233	2.962417183
234	2.960199968
235	2.95667654
236	2.954583676
237	2.95208648
238	2.948376816
239	2.945567595
240	2.944613262
241	2.941925001
242	2.937920817
243	2.933687758
244	2.930074253
245	2.926465304
246	2.923587994
247	2.922709428
248	2.920253167
249	2.916780597
250	2.913941812
251	2.910096799
252	2.907411457
253	2.905082936
254	2.90160058
255	2.899293566
256	2.896145639
257	2.893695803
258	2.891107807
259	2.887730227
260	2.886112296
261	2.882783533
262	2.878781048
263	2.87584094
264	2.874332052
265	2.872350508
266	2.868498813
267	2.866165321
268	2.863708607
269	2.860149845
270	2.857198031
271	2.854141452
272	2.85061738
273	2.848973343
274	2.846379863
275	2.843650406
276	2.842994463
277	2.841129558
278	2.840580741
279	2.839253448
280	2.837117419
281	2.835728133
282	2.832617604
283	2.82954865
284	2.827681755
285	2.826441241
286	2.823966402
287	2.821124959
288	2.819048643
289	2.816311733
290	2.814410289
291	2.81174691
292	2.809111887
293	2.806980089
294	2.804086749
295	2.801031198
296	2.79762136
297	2.795033249
298	2.793762027
299	2.79101329
300	2.789885067
301	2.787968308
302	2.785594324
303	2.78273231
304	2.779994294
305	2.778338783
306	2.776049814
307	2.775219438
308	2.773839985
309	2.771569068
310	2.767751659
311	2.764838292
312	2.762511124
313	2.759335907
314	2.756801245
315	2.755472392
316	2.754827078
317	2.752728805
318	2.750173861
319	2.748410017
320	2.747698708
321	2.745742492
322	2.744933992
323	2.743987073
324	2.742187111
325	2.739789088
326	2.738070509
327	2.735768303
328	2.734906323
329	2.732930871
330	2.731353072
331	2.729230963
332	2.728498146
333	2.726504413
334	2.724570471
335	2.723032861
336	2.721510522
337	2.719839401
338	2.717483116
339	2.715658767
340	2.713765286
341	2.712101351
342	2.710364361
343	2.708028701
344	2.706486959
345	2.704636219
346	2.702857317
347	2.699879013
348	2.699271767
349	2.697978911
350	2.695907103
351	2.695285142
352	2.693113793
353	2.69068506
354	2.689779209
355	2.688437504
356	2.686067966
357	2.684625621
358	2.682947971
359	2.67978635
360	2.676852016
361	2.676240602
362	2.674423483
363	2.673139224
364	2.672383256
365	2.67012319
366	2.668497088
367	2.666562211
368	2.665885954
369	2.6640187
370	2.662290117
371	2.660427131
372	2.659119748
373	2.656720381
374	2.654747914
375	2.65217456
376	2.650106714
377	2.649926347
378	2.648693127
379	2.647925667
380	2.646387633
381	2.644687153
382	2.642423181
383	2.64090902
384	2.638653551
385	2.637197293
386	2.63518352
387	2.632402751
388	2.631035252
389	2.630054521
390	2.628510975
391	2.627383641
392	2.625808098
393	2.625189107
394	2.622864068
395	2.620970329
396	2.620599074
397	2.619308093
398	2.617385289
399	2.616616073
400	2.615003102
401	2.613282399
402	2.611105744
403	2.609419606
404	2.607458606
405	2.605885585
406	2.604402923
407	2.602809488
408	2.601148991
409	2.600154987
410	2.598493915
411	2.598144829
412	2.596426434
413	2.59470793
414	2.593704613
415	2.593374547
416	2.592053026
417	2.590656886
418	2.588682175
419	2.586829092
420	2.585572107
421	2.5849858
422	2.583185874
423	2.581587429
424	2.580680181
425	2.579075578
426	2.577293234
427	2.576157123
428	2.574482547
429	2.573001971
430	2.571477793
431	2.570941314
432	2.569830624
433	2.568422264
434	2.568058599
435	2.566959172
436	2.566434107
437	2.564755091
438	2.563382257
439	2.562560609
440	2.560910995
441	2.559680825
442	2.558746565
443	2.557607132
444	2.556215615
445	2.554203237
446	2.552611555
447	2.552119122
448	2.551163699
449	2.549477557
450	2.547622776
451	2.546131067
452	2.54488543
453	2.543518136
454	2.542356405
455	2.541203235
456	2.539150055
457	2.537998895
458	2.537343391
459	2.535733771
460	2.534568912
461	2.533474219
462	2.532183849
463	2.531036077
464	2.530306397
465	2.528827182
466	2.528580049
467	2.527623982
468	2.526040456
469	2.52523442
470	2.524227142
471	2.522893085
472	2.522345398
473	2.520769996
474	2.519614222
475	2.518642056
476	2.517375226
477	2.516953442
478	2.515178918
479	2.514162641
480	2.513622596
481	2.512300595
482	2.510201512
483	2.510119036
484	2.508725052
485	2.506997115
486	2.505401832
487	2.504019594
488	2.503328911
489	2.502405042
490	2.501698012
491	2.499787908
492	2.499268406
493	2.498005141
494	2.496981878
495	2.495799006
496	2.49453856
497	2.49399052
498	2.492845205
499	2.492052769
500	2.490843326
501	2.489278409
502	2.488123252
503	2.486969647
504	2.485947225
505	2.484736254
506	2.483456356
507	2.482846898
508	2.481569338
509	2.480519535
510	2.478819085
511	2.477654852
512	2.476520663
513	2.475128869
514	2.474126341
515	2.473230607
516	2.472269511
517	2.471559887
518	2.470277977
519	2.469467168
520	2.468137761
521	2.467495537
522	2.466972168
523	2.465983931
524	2.464891442
525	2.46394784
526	2.463405453
527	2.46161708
528	2.460937966
529	2.459581574
530	2.458651079
531	2.457430847
532	2.456537566
533	2.455185781
534	2.453968293
535	2.453691207
536	2.453016203
537	2.452264712
538	2.451286669
539	2.449641532
540	2.448369004
541	2.447514774
542	2.445918176
543	2.445261473
544	2.443751839
545	2.443092015
546	2.442114468
547	2.441321828
548	2.440518008
549	2.439631119
550	2.438944452
551	2.437046649
552	2.436067461
553	2.435100258
554	2.433935141
555	2.432817569
556	2.432461823
557	2.431404359
558	2.430301104
559	2.428696335
560	2.427490638
561	2.426852211
562	2.426012813
563	2.425281945
564	2.424200763
565	2.423382574
566	2.422766867
567	2.4220609
568	2.420924833
569	2.420204323
570	2.420162414
571	2.418841833
572	2.418590245
573	2.417620522
574	2.415939288
575	2.414401671
576	2.413532201
577	2.412726566
578	2.411804597
579	2.41075901
580	2.410470102
581	2.409610315
582	2.408451805
583	2.407710849
584	2.406646411
585	2.405791044
586	2.4047451
587	2.403247829
588	2.40245362
589	2.401609651
590	2.400189613
591	2.399165122
592	2.398577407
593	2.398191978
594	2.396971002
595	2.395915718
596	2.394925994
597	2.394195073
598	2.393685671
599	2.393120563
600	2.392630227
601	2.391903823
602	2.390980989
603	2.389983356
604	2.389340592
605	2.388166686
606	2.387466819
607	2.386392662
608	2.385306166
609	2.383920315
610	2.382775471
611	2.38243845
612	2.381808116
613	2.380531633
614	2.37915515
615	2.377834258
616	2.37704776
617	2.376576078
618	2.37547206
619	2.374472321
620	2.373571519
621	2.372856106
622	2.371892432
623	2.371464219
624	2.370627569
625	2.369360681
626	2.368973557
627	2.368910996
628	2.368170241
629	2.367520181
630	2.366822848
631	2.365879203
632	2.364741168
633	2.364327625
634	2.363449068
635	2.362692553
636	2.361976771
637	2.361243744
638	2.36006489
639	2.359247452
640	2.358458323
641	2.357911979
642	2.356786177
643	2.356521243
644	2.354972249
645	2.353742287
646	2.353071732
647	2.352700707
648	2.3519477
649	2.350959229
650	2.350052879
651	2.349107505
652	2.348596039
653	2.347443493
654	2.346565992
655	2.346152138
656	2.345286973
657	2.344442094
658	2.344237301
659	2.343482058
660	2.342771703
661	2.34203775
662	2.341947259
663	2.341476867
664	2.340521955
665	2.340148348
666	2.339551923
667	2.338809632
668	2.337730037
669	2.33671257
670	2.336073722
671	2.335228188
672	2.334642644
673	2.334349242
674	2.333481643
675	2.333149541
676	2.332408593
677	2.331557703
678	2.330603886
679	2.330069234
680	2.329317381
681	2.328202629
682	2.32781804
683	2.326651053
684	2.326111798
685	2.325224814
686	2.324280065
687	2.323410928
688	2.322546512
689	2.321677915
690	2.321045234
691	2.319332759
692	2.318556823
693	2.318280437
694	2.317525937
695	2.316737107
696	2.315866677
697	2.315501158
698	2.314354802
699	2.313821494
700	2.312859339
701	2.312369506
702	2.311284794
703	2.310973283
704	2.310116512
705	2.309526894
706	2.309247314
707	2.308376453
708	2.307995655
709	2.307230368
710	2.306347642
711	2.305689452
712	2.304991652
713	2.304188862
714	2.30366422
715	2.303162053
716	2.30270532
717	2.30253254
718	2.301724111
719	2.300433393
720	2.299850716
721	2.299417607
722	2.298905799
723	2.297976959
724	2.297547945
725	2.296485445
726	2.295889919
727	2.295192526
728	2.294032829
729	2.294000507
730	2.293484239
731	2.292484475
732	2.291713473
733	2.29060344
734	2.28979734
735	2.289256429
736	2.288913928
737	2.288326534
738	2.28750288
739	2.287206623
740	2.285904023
741	2.285151591
742	2.284658381
743	2.283932541
744	2.282962201
745	2.282497438
746	2.282171824
747	2.281468984
748	2.280818866
749	2.280478192
750	2.27998558
751	2.279087488
752	2.278482442
753	2.277981119
754	2.277823911
755	2.277025199
756	2.276196535
757	2.275521968
758	2.27493893
759	2.27480338
760	2.274265259
761	2.273008795
762	2.272561661
763	2.2719703
764	2.271479178
765	2.270829154
766	2.270261871
767	2.269954147
768	2.269323308
769	2.268133494
770	2.26668681
771	2.266341861
772	2.265579152
773	2.265324024
774	2.264677698
775	2.263945876
776	2.263327667
777	2.262349722
778	2.2619856
779	2.261172195
780	2.260790676
781	2.259764421
782	2.259394839
783	2.258769268
784	2.257873256
785	2.257387563
786	2.256629417
787	2.256165168
788	2.255428547
789	2.254735106
790	2.25439129
791	2.253655265
792	2.252685362
793	2.251887541
794	2.251602528
795	2.251065884
796	2.250443497
797	2.249837663
798	2.248966531
799	2.248470186
800	2.248244012
801	2.247628984
802	2.246820818
803	2.245924244
804	2.244608514
805	2.244007458
806	2.243578737
807	2.243204311
808	2.242541963
809	2.24230273
810	2.241697287
811	2.241370564
812	2.240742461
813	2.240393445
814	2.239813502
815	2.239243325
816	2.238796903
817	2.237797254
818	2.237574895
819	2.236987462
820	2.236325309
821	2.23568154
822	2.235495123
823	2.235267685
824	2.23471964
825	2.233830851
826	2.233224992
827	2.232461677
828	2.231519597
829	2.230418951
830	2.23039212
831	2.229913903
832	2.228924081
833	2.228093582
834	2.227396744
835	2.226035267
836	2.226013488
837	2.225854349
838	2.225068814
839	2.224663072
840	2.223718601
841	2.223696875
842	2.22304927
843	2.222369561
844	2.221842362
845	2.221433538
846	2.220364254
847	2.219601473
848	2.21920106
849	2.218596773
850	2.217994094
851	2.217537137
852	2.217287435
853	2.216695651
854	2.216389537
855	2.216077162
856	2.215475653
857	2.215240875
858	2.214498974
859	2.21345989
860	2.21303769
861	2.212541118
862	2.211759974
863	2.211150228
864	2.210809711
865	2.210022104
866	2.209366028
867	2.208474679
868	2.207561215
869	2.207224651
870	2.206576994
871	2.205909443
872	2.205670077
873	2.204935152
874	2.204400437
875	2.203684425
876	2.203168273
877	2.202613439
878	2.202175308
879	2.201780368
880	2.201174857
881	2.20092051
882	2.200541316
883	2.200092195
884	2.199561211
885	2.199087032
886	2.198731686
887	2.198043925
888	2.197664725
889	2.196987191
890	2.196412831
891	2.195948761
892	2.195348603
893	2.194859471
894	2.19424877
895	2.193949752
896	2.193420335
897	2.193246333
898	2.192777989
899	2.191854175
900	2.1916956
901	2.191196075
902	2.190258334
903	2.18994431
904	2.189570494
905	2.189134901
906	2.188516451
907	2.188228581
908	2.188199224
909	2.187895256
910	2.18740158
911	2.186930846
912	2.186903522
913	2.186458736
914	2.185983308
915	2.185541438
916	2.18502019
917	2.184602028
918	2.184465985
919	2.183981316
920	2.183564048
921	2.182623727
922	2.182060859
923	2.181760387
924	2.181152081
925	2.180817647
926	2.180622837
927	2.180145078
928	2.179404012
929	2.178626163
930	2.178318579
931	2.177441381
932	2.177140418
933	2.176623474
934	2.176176175
935	2.175576564
936	2.17505271
937	2.17434898
938	2.174024
939	2.173528085
940	2.173055815
941	2.172917559
942	2.172629644
943	2.172245937
944	2.171550485
945	2.170552779
946	2.169712444
947	2.169565674
948	2.16881074
949	2.168414579
950	2.168067333
951	2.167333117
952	2.166755329
953	2.166048874
954	2.165399206
955	2.164901872
956	2.164258647
957	2.163741309
958	2.162588093
959	2.161762367
960	2.161622108
961	2.160837057
962	2.160103097
963	2.159602099
964	2.159094131
965	2.158790207
966	2.15829647
967	2.157838948
968	2.157406762
969	2.157092327
970	2.157076792
971	2.15646995
972	2.156002765
973	2.155619093
974	2.155033562
975	2.154645015
976	2.154410212
977	2.153850043
978	2.153121201
979	2.152806486
980	2.152573402
981	2.152337837
982	2.152098763
983	2.151392485
984	2.150890894
985	2.150610317
986	2.150086797
987	2.149720454
988	2.14911998
989	2.148550963
990	2.147817681
991	2.147494969
992	2.147128147
993	2.146491198
994	2.146021674
995	2.145611266
996	2.145178464
997	2.144851679
998	2.144193787
999	2.143701838
