engine_size,cylinders,transmission,fuel_type,fuel_consumption_city,fuel_consumption_hwy,fuel_consumption_comb,fuel_consumption_comb_mpg,co2_emissions,make_type,vehicle_class_type
3.0,6,A8,Z,11.9,8.0,10.1,28,232.0,Premium,Hatchback
1.6,4,AV,X,7.2,5.9,6.6,43,151.0,General,Hatchback
2.0,4,AS7,Z,10.2,7.7,9.1,31,214.0,Premium,Sedan
1.6,4,M6,X,8.9,6.9,8.0,35,188.0,General,Hatchback
1.5,3,M6,Z,8.4,6.3,7.4,38,174.0,Premium,Hatchback
4.4,8,M6,Z,16.2,10.9,13.8,20,324.0,Premium,Hatchback
1.8,4,AV,X,5.0,5.1,5.1,47,122.0,General,Sedan
2.0,4,M6,Z,11.0,8.3,9.8,29,229.0,Sports,Sedan
6.0,9,A8,Z,16.8,10.9,14.2,20,327.0,Sports,Hatchback
3.4,6,M7,Z,12.3,8.7,10.7,26,246.0,Sports,Hatchback
5.3,8,A6,E,20.0,13.5,17.1,17,284.0,General,SUV
3.0,6,M6,Z,15.3,10.0,12.9,22,302.0,Sports,Sedan
1.8,4,AS7,Z,10.4,7.2,9.0,31,207.0,Premium,Sedan
5.6,8,AS7,X,15.0,11.2,13.3,21,312.0,General,Truck
3.5,6,AS8,X,10.7,7.4,9.2,31,215.0,General,Sedan
3.0,6,AS7,Z,12.4,8.8,10.8,26,253.0,Premium,Hatchback
2.5,4,AS8,X,8.4,6.1,7.4,38,173.0,General,Sedan
2.0,4,AM6,Z,9.5,7.2,8.5,33,196.0,General,Hatchback
4.4,8,M6,Z,16.1,10.9,13.7,21,321.0,Premium,Hatchback
3.7,6,AS6,X,14.3,9.7,12.2,23,287.0,Luxury,Sedan
1.8,4,AV7,X,8.3,6.7,7.5,38,178.0,General,Sedan
2.5,4,A6,X,12.1,9.2,10.8,26,253.0,Premium,Truck
1.4,4,M6,X,9.9,7.7,8.9,32,209.0,Premium,SUV
2.4,4,A9,X,10.2,6.6,8.6,33,201.0,Premium,Sedan
3.5,6,AS8,X,11.7,8.8,10.4,27,242.0,General,SUV
2.4,4,AM6,X,6.7,6.1,6.4,44,150.0,General,Sedan
3.6,6,A5,X,13.7,8.9,11.5,25,264.0,Premium,Sedan
5.3,8,A8,X,15.2,10.7,13.1,22,309.0,Premium,Truck
5.5,8,AS7,Z,15.5,11.0,13.5,21,310.0,Premium,Sedan
3.0,6,AM7,Z,11.1,8.6,10.0,28,233.0,Sports,Hatchback
3.5,6,AS6,Z,12.3,9.1,10.9,26,254.0,Premium,Hatchback
3.5,6,AS8,Z,12.2,8.7,10.6,27,244.0,Premium,Hatchback
2.0,4,AS6,X,8.9,7.3,8.2,34,189.0,General,SUV
5.3,8,A6,X,15.1,10.4,13.0,22,304.0,Premium,SUV
3.6,6,AS6,Z,15.0,10.3,12.8,22,299.0,Premium,Sedan
2.5,4,AM7,Z,11.1,8.4,9.9,29,231.0,Sports,Sedan
2.0,4,AM7,Z,10.0,7.3,8.8,32,205.0,Premium,Sedan
3.5,6,A6,E,18.9,14.2,16.8,17,269.0,General,Truck
6.0,8,A6,X,21.6,14.500000000000002,18.4,14,410.5,Premium,Truck
3.6,6,AS6,X,12.8,8.9,11.0,26,253.0,Premium,Hatchback
4.0,8,A9,Z,13.6,8.8,11.4,25,269.0,Premium,Hatchback
3.8,6,AM7,Z,13.8,10.3,12.3,23,285.0,Sports,Hatchback
1.5,4,M6,X,8.0,6.2,7.2,39,167.0,General,Sedan
2.8,4,A6,D,13.3,10.6,12.1,23,326.0,General,Truck
5.7,8,A5,X,15.6,9.7,12.9,22,302.0,Premium,Sedan
3.7,6,AS6,X,14.2,9.8,12.2,23,287.0,Luxury,Sedan
3.7,6,AS6,E,20.2,14.500000000000002,18.0,16,288.0,General,Truck
1.6,4,AM7,X,8.7,6.6,7.8,36,184.0,General,Sedan
5.0,8,AS10,E,20.3,14.0,17.4,16,290.0,General,Truck
5.0,8,AS8,Z,15.7,10.3,13.2,21,304.0,Sports,Sedan
5.3,8,A6,E,21.6,14.500000000000002,18.4,15,319.0,General,SUV
2.0,4,A6,Z,10.3,8.1,9.3,30,214.0,General,Hatchback
3.5,6,A6,X,14.0,10.6,12.5,23,293.0,General,Truck
2.0,4,A6,Z,10.4,7.6,9.1,31,209.0,Premium,Hatchback
2.5,4,AS6,X,9.5,7.4,8.6,33,200.0,General,SUV
2.4,4,A6,X,12.0,7.6,10.0,28,230.0,Premium,Sedan
2.0,4,M5,X,9.5,7.0,8.3,34,195.0,General,Hatchback
2.8,4,A6,D,12.5,10.7,11.7,24,315.0,General,Truck
2.0,4,AS8,Z,10.8,8.0,9.6,29,223.0,Premium,SUV
2.4,4,A9,X,10.9,7.7,9.5,30,223.0,Premium,SUV
2.4,4,A6,X,11.6,8.7,10.3,27,237.0,General,SUV
3.0,6,AS6,X,13.4,9.8,11.8,24,271.0,Premium,SUV
4.4,8,AS8,Z,13.6,9.3,11.7,24,273.0,Premium,Sedan
3.6,6,AS9,X,12.5,8.8,10.9,26,255.0,Premium,Sedan
2.0,4,AS8,Z,11.8,9.1,10.6,27,247.0,Premium,SUV
2.0,4,M6,Z,10.9,7.9,9.6,29,224.0,General,Hatchback
1.4,4,AS6,X,9.9,8.1,9.1,31,214.0,General,SUV
6.2,8,AS8,Z,15.6,9.2,12.7,22,299.0,General,Sedan
3.6,6,A6,X,14.8,9.9,12.6,22,290.0,Premium,SUV
6.0,9,AS7,Z,18.7,11.6,15.5,18,365.0,Premium,Hatchback
2.0,4,M5,X,9.8,7.1,8.6,33,198.0,General,Sedan
3.0,6,AM8,Z,11.5,8.0,9.9,29,232.0,Premium,Sedan
1.8,4,AV,X,8.3,6.9,7.7,37,180.0,General,Sedan
2.4,4,A6,X,11.0,7.5,9.4,30,221.0,Premium,SUV
2.0,4,AV6,X,9.6,7.7,8.8,32,202.0,General,SUV
3.7,6,AS7,Z,13.7,9.8,11.9,24,280.0,Premium,Sedan
2.0,4,AS8,Z,10.0,8.2,9.2,31,215.0,Premium,SUV
4.0,8,A9,Z,15.0,10.9,13.2,21,309.0,Premium,SUV
3.6,6,A8,X,11.9,9.4,10.8,26,253.0,General,Truck
3.5,6,A6,E,19.1,14.3,16.9,17,278.0,General,Truck
2.0,4,AV,X,5.4,5.7,5.5,47,130.0,General,Sedan
2.0,4,A6,X,9.7,7.8,8.8,32,202.0,General,Sedan
6.25,8,AS8,Z,20.9,13.0,17.3,16,405.0,Luxury,Sedan
2.5,4,AS8,X,8.8,6.7,7.8,36,183.0,General,SUV
2.5,4,M6,X,9.4,6.4,8.1,35,186.0,General,Sedan
3.6,6,AS6,Z,13.9,9.3,11.8,24,271.0,General,Hatchback
2.0,4,AS6,X,8.6,7.4,8.1,35,189.0,General,Hatchback
5.0,8,AS10,E,20.0,14.500000000000002,17.6,16,293.0,General,Truck
3.0,6,AS8,Z,14.1,9.8,12.2,23,286.0,Sports,Sedan
1.5,4,M6,Z,8.4,6.2,7.4,38,173.0,General,Sedan
2.7,4,AS6,X,11.4,8.2,10.0,28,230.0,General,SUV
3.0,6,M6,Z,15.3,10.0,12.9,22,302.0,Sports,Sedan
3.0,6,A9,Z,11.5,8.5,10.2,28,238.0,Premium,Sedan
3.0,6,M6,Z,13.8,9.0,11.7,24,273.0,Premium,Hatchback
2.0,4,AS10,X,10.4,7.4,9.1,31,211.0,General,Sedan
4.3,6,A6,E,19.3,14.3,17.1,17,274.0,General,Truck
2.4,4,A9,X,12.1,9.4,10.9,26,255.0,Premium,SUV
3.2,6,AS6,X,11.9,8.1,10.2,28,235.0,Premium,Sedan
6.0,8,A6,X,21.6,14.500000000000002,18.4,15,410.5,Premium,Truck
2.5,4,AS6,X,8.8,6.6,7.8,36,182.0,General,Hatchback
1.8,4,AM6,Z,10.0,7.1,8.7,32,200.0,Premium,Hatchback
5.7,8,A8,X,17.3,11.7,14.8,19,340.0,Premium,SUV
2.0,4,M6,Z,11.5,8.0,9.9,29,232.0,Premium,Sedan
3.8,6,M6,Z,13.1,9.9,11.6,24,272.0,Sports,Sedan
4.6,8,AS6,X,15.8,12.3,14.2,20,334.0,General,Truck
2.0,4,AS6,X,9.4,7.0,8.3,34,197.0,General,Sedan
5.3,8,A8,X,13.4,10.0,11.8,24,278.0,General,Truck
1.4,4,AS6,X,8.9,7.6,8.3,34,196.0,Premium,SUV
5.7,8,A6,X,17.7,12.7,15.4,18,362.0,General,Truck
5.0,8,AS6,Z,15.9,10.9,13.7,21,315.0,Sports,Hatchback
2.0,4,AS7,Z,9.8,7.1,8.6,33,198.0,Premium,Hatchback
5.7,8,A8,X,16.2,11.6,14.1,20,330.0,General,Truck
3.5,6,A5,X,13.3,9.3,11.5,25,264.0,General,SUV
1.6,4,A6,Z,10.0,7.8,9.0,31,207.0,Premium,Hatchback
3.0,6,AS8,Z,11.2,7.8,9.7,29,227.0,Premium,Hatchback
1.8,4,AV,X,7.7,6.0,6.9,41,162.0,General,Sedan
1.4,4,AS6,X,9.8,7.7,8.8,32,208.0,Premium,SUV
4.0,8,AS8,Z,16.6,9.4,13.3,21,313.0,Premium,Sedan
2.5,4,M6,Z,12.3,9.4,11.0,26,257.0,Sports,Sedan
2.0,4,AV,X,9.8,8.8,9.3,30,218.0,General,Truck
3.6,6,A8,X,12.8,10.4,11.8,24,274.0,Premium,SUV
1.5,4,AS6,X,9.4,6.3,8.0,35,188.0,General,Sedan
1.6,4,AS6,X,8.0,5.8,7.0,40,161.0,General,Hatchback
2.0,4,AS8,Z,10.6,7.6,9.3,30,216.0,Premium,Sedan
3.0,6,M7,Z,12.2,8.5,10.5,27,246.0,Sports,Hatchback
3.0,6,AM7,Z,10.9,8.2,9.7,29,226.0,Premium,Sedan
1.8,4,M5,X,9.0,6.8,8.0,35,187.0,General,Sedan
1.8,4,AS6,X,9.7,6.9,8.4,34,197.0,General,Hatchback
2.3,4,AS6,X,11.6,7.9,9.9,29,228.0,General,Hatchback
4.7,8,AS7,Z,13.4,8.9,11.4,25,268.0,Premium,Hatchback
3.0,6,AS8,Z,15.6,9.5,12.8,22,294.0,Sports,Sedan
2.0,4,AS6,X,9.1,6.3,7.8,36,179.0,General,Hatchback
3.5,6,AS6,X,12.6,10.0,11.4,25,268.0,General,Truck
3.5,6,AS6,E,19.7,14.1,17.2,16,282.0,General,SUV
1.5,4,AS6,X,10.0,7.0,8.7,32,203.0,General,Sedan
3.0,6,A9,Z,12.4,8.7,10.7,26,235.0,Premium,Hatchback
3.7,6,AS7,Z,12.9,8.9,11.1,25,255.0,Premium,Hatchback
3.0,6,AS8,Z,15.0,10.3,12.8,22,301.0,Sports,Sedan
3.0,6,AM7,Z,13.7,8.9,11.5,25,264.0,Sports,Sedan
3.8,6,AM7,Z,12.7,9.9,11.4,25,267.0,Sports,Hatchback
6.25,9,AS8,Z,20.7,12.9,17.2,16,396.0,Luxury,Sedan
3.0,6,AS6,X,12.9,9.0,11.2,25,258.0,Premium,Hatchback
2.0,4,AS6,X,11.5,7.8,9.8,29,231.0,General,SUV
2.0,4,AS8,X,10.4,7.8,9.2,31,216.0,Premium,SUV
1.6,4,M6,Z,8.4,6.4,7.5,38,172.0,Premium,Sedan
2.0,4,M6,Z,11.0,7.9,9.6,29,221.0,General,Hatchback
2.0,4,AS8,Z,11.1,7.3,9.4,30,218.0,Premium,Hatchback
3.3,6,AS6,X,13.2,9.3,11.4,25,270.0,General,SUV
1.5,3,AS8,Z,10.2,7.6,9.0,31,212.0,Premium,Sedan
1.6,4,M6,X,8.8,6.5,7.8,36,184.0,General,Hatchback
3.0,6,M6,Z,14.9,9.8,12.6,22,296.0,Sports,Sedan
1.8,4,AV,X,7.9,6.1,7.1,40,163.0,General,Hatchback
2.5,4,AV,X,5.5,6.0,5.7,47,134.0,General,Sedan
2.0,4,AV6,X,9.1,7.2,8.2,34,193.0,General,SUV
4.6,8,AS8,Z,14.5,9.6,12.3,23,283.0,Premium,Sedan
3.0,6,M7,Z,12.8,8.9,11.0,26,257.0,Sports,Hatchback
3.0,6,M6,Z,11.5,7.8,9.8,29,225.0,Premium,Hatchback
3.5,6,AV6,Z,7.7,8.2,8.0,35,186.0,Premium,SUV
1.4,4,AS6,X,9.0,6.8,8.0,35,184.0,General,Sedan
2.0,4,AS8,Z,10.6,9.1,10.0,28,232.0,Premium,SUV
2.0,4,AS6,X,12.3,9.3,10.9,26,256.0,Luxury,SUV
2.0,4,M6,Z,11.4,7.8,9.7,29,227.0,Premium,Sedan
5.3,8,A6,E,21.5,14.500000000000002,18.4,15,294.0,Premium,SUV
3.6,6,A8,X,12.8,8.6,10.9,26,257.0,Premium,Sedan
2.4,4,AV7,X,9.0,6.7,8.0,35,184.0,General,Sedan
2.0,4,M6,Z,11.9,7.9,10.1,28,235.0,General,Hatchback
5.7,8,A8,X,14.7,9.4,12.3,23,289.0,Premium,Sedan
2.4,4,A9,E,16.3,11.3,14.0,20,231.0,Premium,SUV
3.6,6,AS8,X,12.9,8.9,11.1,25,260.0,Premium,SUV
2.7,4,AS6,X,11.7,8.6,10.3,27,237.0,General,SUV
1.4,4,M6,X,8.2,6.3,7.4,38,172.0,General,Sedan
3.3,6,AS6,X,13.0,9.7,11.5,25,269.0,General,SUV
1.8,4,M5,X,9.3,6.3,8.0,35,184.0,General,Hatchback
3.6,6,A6,E,18.9,12.9,16.2,17,270.0,Premium,SUV
3.5,6,A6,X,12.4,8.7,10.7,26,250.0,General,SUV
2.0,4,AV,X,4.7,4.9,4.8,47,110.0,General,Sedan
2.0,4,AV,X,7.9,5.9,7.0,40,165.0,General,Sedan
3.0,6,AM8,Z,11.9,8.1,10.2,28,239.0,Premium,Hatchback
1.4,4,A6,X,9.6,7.3,8.6,33,200.0,General,Hatchback
1.5,3,AS6,Z,8.7,6.8,7.9,36,184.0,Premium,Hatchback
6.25,9,AS8,Z,20.0,11.8,16.3,17,382.0,Luxury,Sedan
3.0,6,AS8,Z,11.4,8.3,10.0,28,233.0,Premium,Hatchback
3.3,6,AS10,X,10.1,9.0,9.6,29,225.0,General,SUV
6.2,8,A10,Z,17.1,11.3,14.5,19,340.0,Premium,SUV
6.2,8,A8,Z,17.6,10.7,14.5,19,339.0,Premium,Sedan
5.0,8,AS10,X,15.1,11.0,13.3,21,312.0,General,Truck
3.6,6,AS8,X,12.8,8.8,11.0,26,259.0,Premium,Sedan
3.0,6,AS8,Z,13.0,9.8,11.5,25,270.0,Premium,SUV
5.3,8,A6,X,15.1,10.4,13.0,22,305.0,General,SUV
1.4,4,A6,X,9.7,7.4,8.7,32,202.0,General,Hatchback
2.5,4,AV6,X,5.5,5.2,5.3,47,124.0,Premium,Sedan
3.6,6,M6,Z,14.2,10.2,12.4,23,289.0,Premium,Hatchback
2.0,4,AS8,Z,10.7,7.8,9.4,30,216.0,Premium,SUV
2.5,4,AS6,X,12.4,8.7,10.7,26,252.0,General,Truck
3.0,6,A9,Z,12.4,9.4,11.1,25,258.0,Premium,Sedan
3.0,6,AS8,Z,11.8,7.6,9.9,29,228.0,Premium,Hatchback
3.6,6,A8,Z,13.6,10.2,12.1,23,281.0,Sports,SUV
3.5,6,AS6,X,14.8,10.4,12.8,22,294.0,General,SUV
3.0,6,A9,Z,11.8,8.7,10.4,27,246.0,Premium,Sedan
5.0,8,AS6,Z,15.6,10.9,13.4,21,308.0,Sports,Hatchback
2.4,4,AV,X,11.7,10.3,11.1,25,259.0,Premium,SUV
3.0,6,A9,Z,13.1,10.1,11.8,24,277.0,Premium,SUV
3.5,6,AS8,X,13.1,9.4,11.1,25,268.0,Premium,SUV
5.0,8,AS8,Z,15.7,10.3,13.3,21,306.0,Sports,Sedan
3.5,6,AS6,Z,12.4,9.0,10.9,26,254.0,Premium,Sedan
6.2,8,A10,Z,17.2,11.4,14.6,19,343.0,Premium,SUV
3.5,6,AS9,Z,11.2,6.9,9.2,31,212.0,Luxury,Hatchback
6.2,8,A10,Z,15.7,12.4,14.2,20,332.0,Premium,Truck
5.0,8,AS8,Z,15.2,9.5,12.6,22,289.0,Premium,Hatchback
4.4,8,AS8,Z,16.6,12.1,14.6,19,343.0,Premium,SUV
2.0,4,AM7,Z,10.5,8.0,9.4,30,219.0,Sports,Sedan
1.8,4,AV,X,4.3,4.6,4.5,47,105.0,General,Sedan
2.0,4,A8,X,11.3,10.5,10.9,26,257.0,Premium,SUV
3.6,6,AS6,X,12.8,8.9,11.0,26,253.0,Premium,Sedan
2.5,4,A6,X,11.0,9.2,10.2,28,239.0,Premium,SUV
6.0,8,A6,X,21.6,14.500000000000002,18.4,15,410.5,Premium,Truck
1.6,4,M6,Z,8.4,6.4,7.5,38,172.0,Premium,Hatchback
2.7,4,AS6,X,11.6,9.0,10.4,27,239.0,General,SUV
5.2,9,M6,Z,19.9,12.0,16.4,17,377.0,Premium,Sedan
3.0,6,A8,Z,11.4,7.3,9.6,29,221.0,Premium,Hatchback
5.3,8,A6,E,20.5,14.0,17.6,16,282.0,General,SUV
3.0,6,AS6,X,13.2,9.5,11.5,25,264.0,Premium,Hatchback
3.6,6,A6,X,15.0,10.4,13.0,22,304.0,Premium,SUV
6.2,8,AS8,Z,17.1,11.0,14.3,20,337.0,Premium,Sedan
3.0,6,AS8,Z,13.0,9.2,11.3,25,265.0,Sports,Sedan
3.0,6,AM7,Z,13.7,10.0,12.1,23,282.0,Premium,Sedan
2.0,4,AS8,Z,11.8,8.5,10.3,27,241.0,Premium,Sedan
2.0,4,M6,X,8.5,6.0,7.4,38,172.0,General,Sedan
3.0,6,M6,Z,15.3,10.0,12.9,22,302.0,Sports,Sedan
5.3,8,A6,X,14.6,10.3,12.7,22,297.0,Premium,Truck
3.5,6,AS7,Z,11.6,8.1,10.0,28,230.0,Premium,Sedan
2.0,4,M6,X,8.7,6.6,7.8,36,181.0,General,Sedan
1.5,4,AV7,X,7.6,6.5,7.0,40,166.0,General,Sedan
2.3,4,M6,X,11.2,8.4,9.8,29,230.0,General,Hatchback
2.0,4,AS6,X,8.6,6.7,7.7,37,181.0,General,Sedan
4.7,8,AS7,Z,14.3,9.5,12.1,23,278.0,Premium,Sedan
2.0,4,AS6,Z,11.7,9.5,10.7,26,251.0,General,SUV
2.5,4,AV8,X,9.0,7.1,8.2,34,192.0,General,SUV
5.0,8,AS6,Z,15.7,10.4,13.3,21,311.0,Sports,Sedan
1.6,4,AM6,X,4.3,4.4,4.4,47,103.0,General,Sedan
3.0,6,AS6,X,12.9,9.0,11.2,25,258.0,Premium,Sedan
6.25,9,AM7,Z,21.6,14.500000000000002,18.4,13,410.5,Sports,Sedan
5.7,8,A8,X,16.2,10.5,13.6,21,320.0,General,Truck
3.6,6,M6,X,13.7,9.6,11.8,24,277.0,Premium,SUV
2.0,4,AS6,Z,11.4,7.9,9.8,29,225.0,Premium,Sedan
6.2,8,A6,Z,16.8,11.7,14.5,19,334.0,Premium,SUV
2.5,4,AS6,X,12.4,8.7,10.7,26,252.0,General,Truck
2.0,4,M5,X,9.6,7.1,8.5,33,196.0,General,Sedan
2.0,4,AS6,X,12.5,9.6,11.2,25,264.0,General,SUV
5.3,8,A6,E,21.6,14.3,18.4,15,305.0,Premium,SUV
1.4,4,AS6,X,9.8,7.7,8.8,32,208.0,General,SUV
5.3,8,A6,E,21.6,14.500000000000002,18.4,14,342.0,General,Truck
2.0,4,AV6,X,8.5,6.4,7.6,37,175.0,General,Hatchback
3.0,6,AS8,Z,11.6,8.1,10.0,28,236.0,Premium,Sedan
5.0,8,M6,X,15.8,9.8,13.1,22,307.0,General,Hatchback
5.0,8,AS8,Z,17.2,12.5,15.1,19,347.0,Premium,SUV
5.3,8,A6,X,16.0,11.1,13.8,20,317.0,Premium,SUV
2.4,4,AS6,X,10.0,7.0,8.6,33,204.0,General,Sedan
1.5,4,M6,Z,8.4,6.2,7.4,38,173.0,General,Hatchback
6.2,8,A8,Z,16.0,11.7,14.1,20,331.0,Premium,Truck
3.7,6,A6,X,14.0,10.3,12.3,23,283.0,General,Truck
2.5,4,A6,X,11.2,9.4,10.4,27,243.0,Premium,SUV
2.0,4,AS8,Z,10.5,7.4,9.1,31,213.0,Premium,SUV
3.6,6,AS8,X,12.2,8.6,10.6,27,248.0,Premium,Sedan
2.0,4,AM6,D,7.8,5.6,6.9,41,185.0,General,Sedan
2.0,4,AS8,Z,10.5,7.1,8.9,32,208.0,Premium,Hatchback
3.0,6,AM7,Z,10.8,8.3,9.7,29,226.0,Sports,Hatchback
1.8,4,M5,X,9.3,6.4,8.0,35,184.0,General,Hatchback
1.5,4,AV,X,8.2,6.6,7.5,38,189.0,General,Sedan
4.3,6,A6,X,13.4,9.9,11.8,24,271.0,General,Truck
6.25,8,A5,Z,16.7,10.3,13.8,20,317.0,Premium,Sedan
3.0,6,A9,Z,17.4,11.1,14.6,19,353.0,Premium,SUV
1.5,4,AS6,X,10.7,8.3,9.6,29,226.0,General,SUV
1.4,4,M6,X,9.1,6.9,8.1,35,186.0,General,SUV
3.5,6,AV6,X,8.4,8.3,8.4,34,193.0,General,SUV
3.5,6,AS6,Z,12.6,9.1,11.0,26,253.0,Premium,Hatchback
1.6,4,AS6,X,8.5,6.5,7.6,37,175.0,General,Hatchback
2.3,4,AS6,X,13.1,9.4,11.5,25,269.0,Luxury,SUV
6.25,9,AM7,Z,21.6,14.1,18.4,15,410.5,Sports,Sedan
5.6,8,AS7,X,17.5,12.8,15.4,18,362.0,General,SUV
2.3,4,M6,X,11.8,8.4,10.3,27,240.0,General,Hatchback
3.7,6,AS7,Z,12.6,9.2,11.1,25,255.0,General,Sedan
2.0,4,AS8,Z,10.1,7.3,8.9,32,205.0,Premium,Hatchback
4.0,8,AS8,Z,15.8,9.2,12.8,22,300.0,Premium,Sedan
1.6,4,M6,X,9.9,7.8,9.0,31,207.0,General,Sedan
5.0,8,AS10,X,15.7,11.8,13.9,20,326.0,General,Truck
5.0,8,AS8,Z,15.8,10.2,13.3,21,306.0,Sports,Sedan
2.0,4,M5,X,10.2,7.8,9.2,31,212.0,Premium,SUV
5.0,8,AS10,X,15.1,11.8,13.8,20,324.0,General,Truck
2.0,4,AV,X,5.5,5.6,5.6,47,131.0,General,Sedan
3.6,6,M6,Z,14.4,10.4,12.6,22,295.0,Premium,Hatchback
2.5,5,AS6,X,11.8,8.6,10.3,27,239.0,Premium,Sedan
4.0,6,AS5,X,14.2,11.1,12.8,22,298.0,General,SUV
2.5,4,M6,X,10.8,8.5,9.8,29,225.0,General,SUV
6.25,9,M6,Z,20.0,13.0,16.9,17,389.0,Sports,Sedan
1.8,4,M6,X,8.5,6.6,7.6,37,178.0,General,Sedan
2.5,4,A6,X,12.1,9.2,10.8,26,253.0,General,Truck
3.0,6,AM7,Z,14.3,10.4,12.6,22,294.0,Premium,Hatchback
5.0,8,AS8,E,21.6,14.500000000000002,18.4,14,331.0,Premium,SUV
2.0,4,AM6,Z,10.1,7.5,8.9,32,205.0,Premium,Hatchback
2.0,4,A8,Z,11.2,8.5,10.0,28,230.0,Premium,SUV
2.0,4,AS6,X,10.5,7.6,9.2,31,216.0,General,Sedan
2.5,4,AS6,E,16.1,11.8,14.2,20,233.0,General,Truck
4.4,8,AS8,Z,13.5,9.2,11.6,24,270.0,Premium,Hatchback
2.0,4,AV6,X,9.2,7.1,8.3,34,191.0,General,Sedan
2.0,4,AS8,Z,11.0,8.0,9.7,29,226.0,Premium,Hatchback
2.0,4,AS6,Z,9.3,7.3,8.4,34,197.0,Premium,Hatchback
4.0,8,A7,Z,13.8,10.2,12.2,23,285.0,Premium,Hatchback
3.8,6,M7,Z,12.9,9.1,11.2,25,258.0,Sports,Hatchback
5.7,8,A8,X,14.7,9.4,12.3,23,289.0,Premium,Sedan
3.0,6,M6,Z,13.0,8.5,11.0,26,257.0,Premium,Hatchback
3.6,6,A6,X,13.7,9.4,11.8,24,271.0,Premium,SUV
2.5,4,AV7,X,8.8,6.5,7.8,36,183.0,General,Sedan
2.0,4,M6,X,9.9,7.6,8.8,32,209.0,General,Hatchback
3.0,6,AS8,Z,12.2,8.7,10.6,27,244.0,Sports,Sedan
2.0,4,AM7,Z,9.8,6.8,8.4,34,196.0,Premium,Sedan
3.0,6,M6,Z,12.1,8.4,10.5,27,246.0,Premium,Hatchback
3.0,6,AS8,Z,16.6,12.1,14.6,19,339.0,Premium,SUV
5.3,8,A6,X,16.0,11.1,13.8,20,317.0,Premium,SUV
2.5,4,M6,X,10.2,7.6,9.0,31,207.0,General,Hatchback
1.6,4,AS6,X,10.4,7.4,9.0,31,207.0,General,SUV
5.0,8,AS6,E,21.6,14.500000000000002,18.4,15,310.0,General,Truck
2.0,4,AS8,Z,10.7,8.8,9.9,29,227.0,Sports,SUV
2.0,4,AS9,Z,11.3,7.9,9.8,29,225.0,Premium,SUV
2.4,4,AS6,X,9.8,6.7,8.4,34,193.0,General,Sedan
4.8,8,AM7,Z,15.3,9.7,12.8,22,294.0,Sports,Sedan
5.0,8,AS10,X,15.0,9.1,12.3,23,289.0,General,Hatchback
1.6,4,AM7,X,8.9,7.0,8.1,35,189.0,General,Sedan
1.5,4,M6,X,7.6,5.7,6.7,42,157.0,General,Hatchback
3.5,6,AV,Z,11.9,9.0,10.6,27,244.0,Premium,SUV
2.0,4,M6,Z,10.3,7.4,9.0,31,210.0,Premium,Hatchback
4.6,8,AS6,Z,16.2,12.3,14.5,19,337.0,Premium,SUV
2.0,4,AS8,Z,11.3,8.0,9.8,29,230.0,Premium,Hatchback
2.0,4,AM6,Z,10.4,7.6,9.1,31,209.0,Premium,Hatchback
5.3,8,A6,X,15.1,10.4,13.0,22,304.0,General,SUV
3.6,6,A8,X,14.0,9.9,12.2,23,286.0,General,Truck
3.8,6,AM7,Z,12.4,8.7,10.7,26,246.0,Sports,Hatchback
3.5,6,AS6,X,16.1,12.4,14.4,20,339.0,Luxury,SUV
2.5,4,AV,X,9.1,7.1,8.2,34,192.0,General,SUV
2.5,4,AV,X,8.7,6.0,7.5,38,176.0,General,Sedan
2.0,4,AS6,X,11.3,7.9,9.8,29,228.0,General,SUV
2.0,4,AS8,X,11.0,8.1,9.7,29,226.0,Premium,Hatchback
2.5,4,AV6,X,9.2,7.4,8.4,34,196.0,General,SUV
3.0,6,A9,Z,12.3,8.9,10.8,26,254.0,Premium,Sedan
6.0,9,AS7,Z,21.6,14.500000000000002,18.4,13,410.5,Premium,SUV
3.0,6,AS8,Z,10.6,7.7,9.3,30,214.0,Premium,Sedan
1.4,4,M6,X,9.5,7.1,8.4,34,197.0,General,SUV
3.0,6,AM7,Z,11.8,9.2,10.6,27,248.0,Sports,Hatchback
3.0,6,AS8,Z,11.4,8.1,9.9,29,231.0,Premium,Hatchback
3.0,6,AS7,Z,11.8,8.4,10.2,28,239.0,Premium,Hatchback
3.0,6,M6,Z,12.1,8.1,10.3,27,240.0,Premium,Hatchback
3.6,6,A6,E,18.6,12.7,15.9,18,254.0,General,SUV
2.4,4,A9,E,13.6,8.5,11.3,25,186.0,Premium,Sedan
3.5,6,A6,X,12.4,8.8,10.8,26,254.0,General,SUV
2.0,4,AS9,Z,12.0,9.2,10.7,26,252.0,Premium,SUV
6.25,9,AM7,Z,21.6,14.5,18.4,14,410.5,Sports,Sedan
3.3,6,AS6,E,17.6,13.7,15.8,18,263.0,General,Truck
1.6,4,M6,X,8.2,6.3,7.3,39,173.0,General,Hatchback
4.3,6,A6,E,19.3,14.3,17.1,17,284.0,Premium,Truck
2.4,4,A9,X,11.3,8.3,10.0,28,233.0,Premium,SUV
4.0,6,A5,X,15.7,11.2,13.7,21,315.0,General,Truck
1.5,4,AV,X,8.2,6.6,7.5,38,174.0,General,Sedan
1.6,4,M6,X,8.7,6.4,7.7,37,177.0,General,Hatchback
5.7,8,A8,X,14.7,9.4,12.3,23,289.0,Premium,Sedan
